Index,Kelas,Skenario,Deletion (↓),Insertion (↑),Robustness (↑),Sparsity (↑),Cost (Sec) (↓)
888,VeryMildDemented,SCN-03: SHAP (e=2000),0.04964395656782017,0.6114353640936316,0.9823191132765432,0.0078125,25.01888418197632
827,VeryMildDemented,SCN-01: Grad-CAM,0.6414022402837872,0.9123362213373185,0.8130081295967102,0.7925701530612245,0.029325485229492188
827,VeryMildDemented,SCN-02: LIME (n=100),0.29044030559767,0.4118611342273652,0.8927958625228287,0.15427694515306123,1.5380945205688477
827,VeryMildDemented,SCN-02: LIME (n=500),0.6257581002078951,0.5931404812040596,0.8303714175658684,0.052614795918367346,7.354363918304443
827,VeryMildDemented,SCN-02: LIME (n=2000),0.5466274714272004,0.45436510592421653,0.7085266736536775,0.052614795918367346,28.88158917427063
827,VeryMildDemented,SCN-03: SHAP (e=100),0.1877859890061245,0.24752328940812726,0.9488951347822344,0.375,1.2780115604400635
827,VeryMildDemented,SCN-03: SHAP (e=500),0.17767520057034858,0.7143693968653677,0.9490756619072549,0.0625,6.390028238296509
827,VeryMildDemented,SCN-03: SHAP (e=2000),0.10335512942056083,0.8485043287277221,0.9611750732173614,0.015625,25.085662126541138
988,VeryMildDemented,SCN-01: Grad-CAM,0.39725067396641545,0.9466030940413476,0.9549441337585449,0.4471859056122449,0.02718377113342285
988,VeryMildDemented,SCN-02: LIME (n=100),0.9448613509535789,0.43779672480452514,0.9137819501886929,0.045998086734693876,1.5518667697906494
988,VeryMildDemented,SCN-02: LIME (n=500),0.5963784751847843,0.6599944707762915,0.9293892580766542,0.09271364795918367,7.412655353546143
988,VeryMildDemented,SCN-02: LIME (n=2000),0.4222916470098425,0.5985714936628939,0.9314080966304481,0.058274872448979595,29.429514169692993
988,VeryMildDemented,SCN-03: SHAP (e=100),0.10500277716218989,0.9178906664252282,0.9627150312559314,0.0625,1.2733395099639893
988,VeryMildDemented,SCN-03: SHAP (e=500),0.06613991692345955,0.8656188115477561,0.9494240397844557,0.03125,6.335135459899902
